40705-08-1-1,SA.BHA,EYE,FEL,4/9/2008 9:06,AMIKAC,<=      32,INTER,,,,,,,,,,BACITR, >       2,RESIST,,,,,,,,,,,,,,,,,,,,,,CHLORA,<=      16,INTER,CIPROF,<=       2,INTER,,,,,,,ERYTH,<=       4,INTER,,,,,,,GENTAM,<=       8,INTER,,,,,,,,,,,,,NEOMYC,<=       8,SUSC,,,,,,,OXYTET,<=       8,INTER,,,,POLYB,<=       5,NOINTP,,,,,,,,,,TICARC,<=      64,INTER,,,,TOBRAM,<=       8,INTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43070-08-1-1,S.WAR,LVR,FEL,4/14/2008 8:45,AMIKAC,<=       4,SUSC,AMOCLA, =      16,INTER,AMPICI, =       -,NOMIC,,,,,,,,,,CEFAZO, =      16,INTER,CEFOXI, >      16,RESIST,CEFPOD, >      16,RESIST,CEFTIF, >       4,NOINTP,,,,CEPHAL, =       4,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN, =       -,NOMIC,,,,MARBOF, =     0.5,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP,<=       1,SUSC,TETRA, =       4,SUSC,TICARC, >      64,RESIST,TICCLA, >      64,RESIST,,,,TRISUL, >       2,RESIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43070-08-1-1,S.EPI,LVR,FEL,4/14/2008 8:50,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI, =       4,RESIST,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI, =      16,INTER,CEFPOD, =       4,INTER,CEFTIF, =       2,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA, =       8,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH,<=     0.5,SUSC,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, =       4,RESIST,,,,PENICI, =       4,RESIST,,,,,,,RIFAMP,<=       1,SUSC,TETRA, =       4,SUSC,TICARC, =      16,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52555-08-1-1,E.COL,URI,FEL,4/30/2008 16:55,AMIKAC,<=       4,SUSC,AMOCLA, =      32,RESIST,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO, >      16,RESIST,CEFOXI, >      16,RESIST,CEFPOD, >      16,RESIST,CEFTIF, >       4,NOINTP,,,,CEPHAL, >      16,RESIST,CHLORA, =      16,INTER,,,,CLINDA, >       1,RESIST,ENROFL, >       4,RESIST,ERYTH, >       4,RESIST,,,,,,,GENTAM, =       4,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF, >       2,RESIST,,,,,,,ORBIFL, >       4,RESIST,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA, >       8,RESIST,TICARC, >      64,RESIST,TICCLA, >      64,RESIST,,,,TRISUL, >       2,RESIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53468-08-1-1,STA.SP,CORN,FEL,5/2/2008 9:12,AMIKAC,<=      32,INTER,,,,,,,,,,BACITR, >       2,RESIST,,,,,,,,,,,,,,,,,,,,,,CHLORA,<=      16,INTER,CIPROF,<=       2,INTER,,,,,,,ERYTH,<=       4,INTER,,,,,,,GENTAM,<=       8,INTER,,,,,,,,,,,,,NEOMYC,<=       8,SUSC,,,,,,,OXYTET,<=       8,INTER,,,,POLYB,<=       5,NOINTP,,,,,,,,,,TICARC,<=      64,INTER,,,,TOBRAM,<=       8,INTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53468-08-1-1,STA.SP,CORN,FEL,5/2/2008 9:13,AMIKAC,<=      32,INTER,,,,,,,,,,BACITR, >       2,RESIST,,,,,,,,,,,,,,,,,,,,,,CHLORA,<=      16,INTER,CIPROF,<=       2,INTER,,,,,,,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       8,INTER,,,,,,,,,,,,,NEOMYC,<=       8,SUSC,,,,,,,OXYTET, >       8,RESIST,,,,POLYB, >       5,RESIST,,,,,,,,,,TICARC,<=      64,INTER,,,,TOBRAM,<=       8,INTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60733-08-1-1,E.COL,URI,FEL,5/13/2008 11:43,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI, =       1,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA, =       8,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, =       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59194-08-1-1,SA.BHA,WOUS,FEL,5/13/2008 17:29,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI,<=    0.25,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH,<=     0.5,SUSC,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL,<=    0.25,SUSC,,,,PENICI,<=    0.06,SUSC,,,,,,,RIFAMP,<=       1,SUSC,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63635-08-4-2,E.COL,STOM,FEL,5/21/2008 8:42,AMIKAC,<=       4,SUSC,AMOCLA, =       8,SUSC,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL, =       8,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM, =       2,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA,<=       2,SUSC,TICARC, >      64,RESIST,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70044-08-1-1,E.COL,ABS,FEL,6/3/2008 8:17,AMIKAC,<=       4,SUSC,AMOCLA, =      32,RESIST,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI, =       8,SUSC,CEFPOD, =       8,RESIST,CEFTIF, =     0.5,NOINTP,,,,CEPHAL, >      16,RESIST,CHLORA,<=       4,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA,<=       2,SUSC,TICARC, =      32,INTER,TICCLA, =      16,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72421-08-1-1,SA.BHA,URI,FEL,6/6/2008 15:47,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI,<=    0.25,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH,<=     0.5,SUSC,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL,<=    0.25,SUSC,,,,PENICI,<=    0.06,SUSC,,,,,,,RIFAMP,<=       1,SUSC,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81495-08-1-1,S.AUR,EAR,FEL,6/27/2008 17:29,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI,<=    0.25,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI, =       4,SUSC,CEFPOD,<=       2,SUSC,CEFTIF, =       1,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL,<=    0.25,SUSC,,,,PENICI,<=    0.06,SUSC,,,,,,,RIFAMP,<=       1,SUSC,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91344-08-1-1,SA.BHA,EAR,FEL,7/18/2008 8:54,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI,<=    0.25,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA,<=    0.25,SUSC,ENROFL,<=     0.5,SUSC,ERYTH,<=     0.5,SUSC,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL,<=    0.25,SUSC,,,,PENICI,<=    0.06,SUSC,,,,,,,RIFAMP,<=       1,SUSC,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92061-08-1-4,E.COL,JEJ,FEL,7/20/2008 9:41,AMIKAC,<=       4,SUSC,AMOCLA, =       8,SUSC,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI, =       4,SUSC,CEFPOD,<=       2,SUSC,CEFTIF, =     0.5,NOINTP,,,,CEPHAL, =      16,INTER,CHLORA, =       8,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA,<=       2,SUSC,TICARC, >      64,RESIST,TICCLA, =      32,INTER,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94542-08-1-4,E.COL,URI,FEL,7/25/2008 11:13,AMIKAC,<=       4,SUSC,AMOCLA, >      32,RESIST,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO, >      16,RESIST,CEFOXI, >      16,RESIST,CEFPOD, >      16,RESIST,CEFTIF, =       4,NOINTP,,,,CEPHAL, >      16,RESIST,CHLORA, =       8,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA,<=       2,SUSC,TICARC, >      64,RESIST,TICCLA, >      64,RESIST,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95948-08-1-2,E.COL,FEC,FEL,7/26/2008 12:11,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI, =       2,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF,<=    0.25,NOINTP,,,,CEPHAL, =       4,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA, >       1,RESIST,ENROFL,<=     0.5,SUSC,ERYTH, >       4,RESIST,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, =       2,INTER,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97558-08-1-1,STA.SP,WOUS,FEL,7/30/2008 14:49,AMIKAC,<=       4,SUSC,AMOCLA,<=       4,SUSC,AMPICI,<=    0.25,SUSC,,,,,,,,,,CEFAZO,<=       8,SUSC,CEFOXI,<=       2,SUSC,CEFPOD,<=       2,SUSC,CEFTIF, =     0.5,NOINTP,,,,CEPHAL,<=       2,SUSC,CHLORA,<=       4,SUSC,,,,CLINDA, =     0.5,SUSC,ENROFL,<=     0.5,SUSC,ERYTH,<=     0.5,SUSC,,,,,,,GENTAM,<=       1,SUSC,IMIPEN,<=       1,SUSC,,,,MARBOF,<=    0.25,SUSC,,,,,,,ORBIFL,<=       1,SUSC,OXACIL,<=    0.25,SUSC,,,,PENICI,<=    0.06,SUSC,,,,,,,RIFAMP,<=       1,SUSC,TETRA,<=       2,SUSC,TICARC,<=       8,SUSC,TICCLA,<=       8,SUSC,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98730-08-1-1,E.COL,URICYST,FEL,8/1/2008 10:26,AMIKAC,<=       4,SUSC,AMOCLA, =      32,RESIST,AMPICI, >      16,RESIST,,,,,,,,,,CEFAZO, >      16,RESIST,CEFOXI, =      16,INTER,CEFPOD, =      16,RESIST,CEFTIF, =       1,NOINTP,,,,CEPHAL, >      16,RESIST,CHLORA,<=       4,SUSC,,,,CLINDA, >       1,RESIST,ENROFL, >       4,RESIST,ERYTH, >       4,RESIST,,,,,,,GENTAM, >       8,RESIST,IMIPEN,<=       1,SUSC,,,,MARBOF, >       2,RESIST,,,,,,,ORBIFL, >       4,RESIST,OXACIL, >       4,RESIST,,,,PENICI, >       8,RESIST,,,,,,,RIFAMP, >       2,RESIST,TETRA, >       8,RESIST,TICARC, >      64,RESIST,TICCLA, =      32,INTER,,,,TRISUL,<=     0.5,SUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
